,PlayerID,PlayerName,Age,Rating in Scale 100,Potential in Scale 100,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,PopularityHits
180,170890,B. Matuidi,33,83,83,83,CDM,€18M,€14K,€18.8M,354,342,394,387,371,253,48,2149,454,2 ★,2★,Medium,High,3 ★,74
181,186345,K. Trippier,29,83,83,83,RB,€32M,€71K,€44.1M,346,404,377,373,368,241,54,2163,442,4 ★,3★,Medium,Medium,2 ★,135
182,199564,Sergi Roberto,28,83,83,83,RB,€33M,€175K,€45.1M,352,376,377,335,356,232,66,2094,449,3 ★,4★,Medium,Medium,3 ★,142
183,199482,A. Lopes,29,83,84,83,GK,€28M,€69K,€41.5M,98,96,339,265,141,41,405,1385,469,2 ★,1★,Medium,Medium,2 ★,45
184,199042,C. Aránguiz,31,83,66,83,CDM,€25.5M,€79K,€33.2M,350,397,374,365,398,232,55,2171,446,4 ★,3★,Medium,Medium,2 ★,50
185,197061,J. Matip,28,83,84,84,CB,€34.5M,€115K,€49.1M,301,300,295,338,332,251,53,1870,405,2 ★,2★,Medium,Medium,2 ★,77
186,193314,Aitor,29,83,66,83,GK,€25M,€31K,€38.9M,115,119,312,240,126,39,403,1354,458,2 ★,1★,Medium,Medium,1 ★,40
187,193301,A. Lacazette,29,83,83,83,ST,€36.5M,€125K,€49.4M,384,387,399,393,354,122,37,2076,438,4 ★,4★,High,High,3 ★,107
188,198717,W. Zaha,27,83,83,83,LM,€38.5M,€82K,€51.3M,339,355,421,361,328,96,61,1961,433,3 ★,5★,Medium,Medium,2 ★,193
189,192774,K. Manolas,29,66,84,83,CB,€33.5M,€84K,€43.5M,208,220,371,288,245,257,49,1638,373,2 ★,2★,Low,High,3 ★,179
190,190941,L. Hrádecký,30,83,83,83,GK,€24M,€64K,€29.8M,72,89,246,224,131,33,402,1197,443,3 ★,1★,Medium,Medium,2 ★,34
191,189575,Muniain,27,83,83,83,LW,€38.5M,€41K,€56.7M,353,394,429,342,335,151,45,2049,434,3 ★,4★,Medium,Low,2 ★,64
192,189242,Coutinho,28,83,83,83,CAM,€36.5M,€190K,€53.3M,363,432,411,351,342,156,48,2103,433,4 ★,5★,High,Medium,4 ★,453
193,188152,Oscar,28,83,83,83,CAM,€36.5M,€25K,€41.6M,376,404,410,379,337,174,61,2141,446,3 ★,4★,High,High,3 ★,112
194,192984,K. Casteels,28,83,85,83,GK,€31M,€53K,€39.9M,92,107,265,252,126,47,410,1299,455,2 ★,1★,Medium,Medium,2 ★,57
195,199845,F. Acerbi,32,83,83,83,CB,€23.5M,€75K,€28.1M,258,334,277,371,320,259,53,1872,406,3 ★,3★,Medium,High,2 ★,81
196,186942,I. Gündoğan,29,66,83,83,CM,€35.5M,€160K,€46.3M,362,416,371,354,391,216,48,2158,451,4 ★,4★,High,Medium,3 ★,70
197,188943,K. Trapp,29,83,66,83,GK,€25M,€35K,€31.5M,74,72,258,265,127,39,407,1242,456,4 ★,1★,Medium,Medium,2 ★,28
198,187961,Paulinho,31,83,83,83,CM,€30M,€39K,€35.2M,393,382,385,429,399,234,57,2279,478,4 ★,4★,High,High,3 ★,124
199,183512,Yuri Berchiche,30,83,83,83,LB,€31.5M,€35K,€43.1M,359,359,403,407,354,237,53,2172,466,3 ★,3★,High,Medium,2 ★,79
200,199914,Allan,29,83,83,85,CDM,€35.5M,€115K,€47.5M,343,358,398,379,390,261,44,2173,471,3 ★,4★,Medium,High,2 ★,193
201,181872,A. Vidal,33,83,83,83,CM,€22.5M,€125K,€25.5M,391,382,366,416,421,249,16,2241,470,4 ★,3★,High,High,4 ★,128
202,180930,E. Džeko,34,83,83,83,ST,€17.5M,€39K,€28.4M,388,352,294,380,339,102,63,1918,408,5 ★,2★,Medium,Medium,3 ★,78
203,178518,R. Nainggolan,32,83,83,85,CDM,€29M,€125K,€34M,367,390,385,413,401,259,55,2270,478,3 ★,3★,High,High,3 ★,137
204,176676,Marcelo,32,83,66,83,LB,€25M,€170K,€32.8M,374,408,409,377,378,227,36,2209,472,4 ★,5★,High,Low,4 ★,133
205,173731,G. Bale,30,83,83,83,RW,€35M,€200K,€0,417,419,397,405,362,161,52,2213,465,3 ★,4★,Medium,Medium,4 ★,282
206,178562,E. Banega,32,66,83,83,CM,€28.5M,€55K,€33.2M,356,415,363,349,400,233,45,2161,449,4 ★,4★,High,Medium,3 ★,61
207,172871,J. Vertonghen,33,83,83,83,CB,€17.5M,€21K,€24M,331,356,314,380,357,257,44,2039,426,3 ★,3★,High,High,3 ★,71
208,163705,S. Mandanda,35,83,83,83,GK,€4M,€28K,€13.3M,99,107,266,232,137,41,405,1287,453,3 ★,1★,Medium,Medium,3 ★,43
209,41236,Z. Ibrahimović,38,83,83,83,ST,€12.5M,€49K,€16.2M,400,397,297,386,368,89,59,1996,407,4 ★,5★,Medium,Low,5 ★,425
210,169416,C. Vela,31,83,83,83,RW,€30M,€17K,€33.8M,393,390,405,366,331,67,53,2005,422,2 ★,4★,High,Low,3 ★,96
211,162347,João Moutinho,33,83,83,83,CM,€22.5M,€110K,€28.5M,391,419,352,362,374,213,69,2180,438,4 ★,3★,High,High,3 ★,65
212,167664,G. Higuaín,32,83,83,83,ST,€29.5M,€17K,€30.8M,392,359,353,383,305,75,39,1906,401,4 ★,3★,High,Medium,4 ★,87
213,169195,Renato Augusto,32,66,83,83,CM,€28.5M,€33K,€31.2M,380,409,375,375,374,212,56,2181,462,4 ★,4★,High,High,2 ★,65
214,220814,L. Hernández,24,82,87,85,CB,€41.5M,€70K,€45.7M,338,305,377,350,336,251,49,2006,434,3 ★,2★,High,High,3 ★,313
215,217940,D. Djené,28,82,83,83,CB,€29M,€39K,€46.8M,263,289,366,327,305,253,49,1852,396,4 ★,2★,Medium,High,1 ★,88
216,204970,F. Thauvin,27,82,64,82,RW,€32.5M,€59K,€43.7M,391,398,398,388,339,106,52,2072,432,3 ★,4★,High,Medium,2 ★,145
217,236583,J. Pavlenka,28,82,83,82,GK,€24M,€32K,€34.7M,88,72,218,192,92,36,391,1089,427,3 ★,1★,Medium,Medium,1 ★,42
218,230375,Josué Chiamulera,28,82,82,82,CB,€26.5M,€41K,€37.1M,279,281,374,320,308,254,69,1885,405,3 ★,2★,Medium,Medium,1 ★,36
219,226226,G. Lo Celso,24,82,87,84,CAM,€46M,€95K,€57.3M,363,413,398,369,377,196,56,2172,459,3 ★,4★,High,High,1 ★,199
220,226161,Marcos Llorente,25,82,70,84,CM,€40M,€65K,€58.4M,360,378,395,382,391,233,51,2190,478,3 ★,3★,High,High,1 ★,256
221,226110,N. Pépé,25,82,70,83,LM,€40.5M,€100K,€55.3M,356,391,429,372,316,88,50,2002,425,2 ★,4★,High,Medium,1 ★,233
222,225375,K. Laimer,23,82,86,83,CDM,€40M,€53K,€46.2M,360,354,398,371,371,237,58,2149,466,3 ★,3★,Medium,High,1 ★,376
223,224293,Rúben Neves,23,82,74,83,CM,€46M,€89K,€57.3M,365,414,337,382,386,215,56,2155,441,4 ★,3★,Low,High,2 ★,205
224,223952,David Soria,27,82,68,82,GK,€28M,€30K,€40.2M,101,102,254,251,122,48,401,1279,442,3 ★,1★,Medium,Medium,1 ★,49
225,223697,R. Gosens,25,82,82,82,LM,€34M,€68K,€40.8M,388,362,386,397,368,232,64,2197,469,3 ★,3★,High,High,1 ★,210
226,220834,Marco Asensio,24,82,86,84,CAM,€43.5M,€160K,€61.6M,375,409,391,364,313,121,50,2023,427,3 ★,4★,High,Medium,3 ★,225
227,208418,Y. Carrasco,26,82,82,82,LM,€33.5M,€68K,€49.2M,354,401,422,373,311,106,49,2016,432,4 ★,4★,High,Low,3 ★,132
228,245279,Reguilón,23,82,89,82,LB,€58M,€85K,€57.8M,334,339,396,329,336,235,51,2020,439,3 ★,3★,High,Medium,1 ★,444
229,216354,A. Kramarić,29,82,64,82,ST,€30.5M,€56K,€37.4M,395,377,393,380,341,81,58,2025,415,4 ★,4★,Medium,Medium,2 ★,84
230,208808,Q. Promes,28,82,82,82,CAM,€30.5M,€26K,€31.5M,376,388,423,386,348,134,49,2104,447,4 ★,5★,High,Medium,3 ★,159
231,215698,M. Maignan,24,82,86,82,GK,€34.5M,€31K,€42.5M,100,103,267,271,120,45,407,1313,453,3 ★,1★,Medium,Medium,1 ★,100
232,205632,L. Ocampos,25,82,83,84,ST,€36.5M,€40K,€57.6M,402,385,391,415,396,174,53,2216,473,3 ★,4★,High,High,2 ★,212
233,206585,Kepa,25,82,86,82,GK,€33.5M,€76K,€41.5M,123,139,220,237,135,53,409,1316,442,4 ★,1★,Medium,Medium,2 ★,263
234,208333,E. Can,26,82,84,86,CB,€37.5M,€72K,€47M,383,385,376,427,389,248,54,2262,481,4 ★,3★,Medium,High,2 ★,248
235,207862,M. Ginter,26,82,83,83,CB,€31.5M,€48K,€40.8M,338,292,309,346,347,249,46,1927,417,3 ★,2★,Medium,Medium,3 ★,98
236,209960,Pacheco,28,82,84,82,GK,€26M,€28K,€42.4M,81,97,283,259,145,47,398,1310,443,2 ★,1★,Medium,Medium,1 ★,29
237,210665,M. Halstenberg,28,82,82,82,LB,€27.5M,€65K,€32.3M,359,362,339,395,355,240,64,2114,438,3 ★,3★,High,Medium,2 ★,160
238,212523,Anderson Talisca,26,64,70,84,CAM,€40M,€36K,€46.1M,392,421,400,393,359,148,59,2172,455,4 ★,4★,High,Low,2 ★,159
239,214997,A. Correa,25,82,85,84,CAM,€40.5M,€65K,€59.5M,379,386,426,355,344,155,56,2101,450,4 ★,4★,High,Medium,1 ★,145
240,215316,G. Rulli,28,64,84,82,GK,€26M,€35K,€42.4M,87,91,292,255,141,45,406,1317,460,3 ★,1★,Medium,Medium,3 ★,39
241,226271,Fabián,24,82,88,84,CM,€48M,€70K,€57M,366,385,347,346,378,223,60,2105,444,4 ★,4★,Medium,Medium,1 ★,257
242,204120,T. Vaclík,31,82,82,82,GK,€16M,€29K,€29.4M,78,105,244,257,148,56,400,1288,437,3 ★,1★,Medium,Medium,1 ★,75
243,230168,Raphaelito Anjos,32,82,82,82,GK,€15M,€32K,€25.7M,55,73,240,240,169,50,401,1228,443,2 ★,1★,Medium,Medium,1 ★,6
244,203263,H. Maguire,27,82,85,84,CB,€34.5M,€120K,€47.4M,310,319,291,370,343,243,62,1938,410,3 ★,2★,High,High,2 ★,310
245,190815,D. Blind,30,82,82,82,CB,€25M,€23K,€25.2M,368,388,340,362,355,247,55,2115,434,3 ★,3★,High,Medium,3 ★,65
246,203841,N. Pope,28,82,83,82,GK,€24M,€59K,€36.5M,82,99,250,253,135,43,402,1264,450,3 ★,1★,Medium,Medium,1 ★,77
247,198329,Rodrigo,29,82,82,82,ST,€30.5M,€140K,€44M,395,371,417,379,340,125,46,2073,442,3 ★,4★,High,Medium,3 ★,138
248,193105,A. Areola,27,82,86,82,GK,€32M,€71K,€0,117,103,305,264,142,43,406,1380,461,3 ★,1★,Medium,Medium,2 ★,94
249,193525,Mário Fernandes,29,82,82,82,RWB,€27M,€60K,€29.6M,344,335,383,377,355,244,64,2102,454,3 ★,3★,High,Medium,2 ★,62
250,194404,Neto,30,64,82,82,GK,€20.5M,€125K,€30.8M,88,109,294,266,130,46,400,1333,454,2 ★,1★,Medium,Medium,2 ★,74
251,198009,M. Perin,27,82,84,82,GK,€28M,€20K,€34.7M,86,101,290,227,121,51,401,1277,457,3 ★,1★,Medium,Medium,2 ★,36
252,201095,A. Marchesín,32,82,82,82,GK,€15M,€16K,€27M,95,109,317,241,157,52,403,1374,456,3 ★,1★,Medium,Medium,1 ★,65
253,198710,J. Rodríguez,28,82,82,82,CAM,€30.5M,€105K,€42.8M,409,432,345,353,359,137,64,2099,423,3 ★,4★,Medium,Medium,4 ★,293
254,200888,Danilo Pereira,28,64,82,82,CDM,€27M,€20K,€0,329,340,323,377,363,234,58,2024,439,3 ★,3★,Medium,High,3 ★,285
255,201153,Morata,27,82,83,83,ST,€35.5M,€100K,€44.9M,400,337,374,393,329,71,22,1926,420,4 ★,3★,High,High,3 ★,362
256,201305,Gabriel Paulista,29,82,83,83,CB,€28M,€46K,€45.7M,318,306,349,356,341,248,58,1976,420,2 ★,2★,Low,High,2 ★,66
257,190286,Canales,29,82,82,83,CAM,€29.5M,€36K,€45.2M,353,412,397,342,386,186,68,2144,457,3 ★,4★,High,Medium,2 ★,69
258,202857,K. Bellarabi,30,82,64,82,RM,€29.5M,€79K,€35.7M,351,358,427,382,323,95,50,1986,431,3 ★,4★,High,Medium,3 ★,58
259,193698,O. Baumann,30,82,82,82,GK,€20.5M,€37K,€25.5M,82,84,268,253,126,47,401,1261,450,1 ★,1★,Medium,Medium,2 ★,21
260,178750,Sergio Asenjo,31,82,82,82,GK,€16M,€34K,€29.4M,105,113,312,258,115,53,405,1361,461,3 ★,1★,Medium,Medium,2 ★,20
261,177457,L. Bender,31,82,82,82,RB,€22M,€72K,€27.2M,343,317,334,373,359,254,44,2024,430,3 ★,2★,Medium,High,3 ★,43
262,1179,G. Buffon,42,82,82,82,GK,€3.4M,€41K,€3.6M,95,122,251,243,150,35,396,1292,429,2 ★,1★,Medium,Medium,4 ★,131
263,186561,A. Ramsey,29,82,82,82,CM,€29.5M,€100K,€35.5M,371,380,362,376,383,208,40,2120,445,3 ★,3★,High,High,3 ★,142
264,157481,Raúl Albiol,34,64,82,82,CB,€10M,€41K,€16.8M,247,300,281,331,298,261,36,1754,372,3 ★,2★,Low,High,3 ★,38
265,176635,M. Özil,31,82,82,82,CAM,€25M,€100K,€37.1M,366,411,355,300,305,59,50,1846,380,2 ★,4★,Medium,Low,4 ★,406
266,177388,D. Payet,33,82,82,82,LW,€19M,€59K,€25.7M,383,419,381,343,342,110,61,2039,424,4 ★,4★,High,Low,3 ★,68
267,168651,I. Rakitić,32,82,82,82,CM,€24M,€39K,€35.7M,386,416,333,340,391,225,51,2142,447,4 ★,3★,Medium,Medium,4 ★,71
268,180403,Willian,31,64,82,82,RW,€25M,€110K,€37.1M,323,414,409,333,341,151,59,2030,434,4 ★,4★,High,High,3 ★,108
269,184200,M. Arnautović,31,82,82,82,ST,€25.5M,€24K,€32M,399,386,389,404,354,121,64,2117,445,4 ★,4★,Medium,Low,3 ★,85
270,182494,F. Muslera,34,82,82,82,GK,€5M,€64K,€18.1M,91,123,330,263,154,44,400,1405,461,2 ★,1★,Medium,Medium,3 ★,36
271,185103,A. Kolarov,34,64,82,82,LB,€11M,€105K,€13.6M,372,407,338,412,403,246,61,2239,458,3 ★,3★,High,Medium,2 ★,110
272,183907,J. Boateng,31,82,82,82,CB,€21M,€82K,€27.2M,316,302,328,357,325,251,45,1924,418,4 ★,2★,Medium,Medium,4 ★,96
273,181458,I. Perišić,31,64,82,82,LM,€25M,€115K,€33.2M,403,380,385,406,371,170,38,2153,454,5 ★,4★,Medium,Medium,3 ★,93
274,234906,H. Aouar,22,81,89,84,CAM,€57.5M,€65K,€54.6M,356,400,397,355,369,194,48,2119,450,3 ★,4★,High,Medium,1 ★,512
275,235374,M. Lazzari,26,81,82,81,RM,€30.5M,€70K,€37.3M,330,364,429,291,317,162,47,1940,427,3 ★,3★,High,High,1 ★,110
276,239231,Cucurella,21,81,89,82,LM,€58M,€28K,€61M,340,364,405,369,353,226,50,2107,453,3 ★,3★,High,Medium,1 ★,443
277,239818,Rúben Dias,23,81,87,83,CB,€37M,€105K,€45.1M,248,250,318,340,298,248,47,1749,383,4 ★,2★,Medium,High,1 ★,306
278,241852,M. Diaby,20,81,88,82,LM,€51M,€54K,€47.5M,315,347,444,302,295,131,47,1881,414,2 ★,4★,High,Medium,1 ★,352
279,241461,Ferran Torres,20,81,78,82,RM,€56.5M,€95K,€54.3M,376,358,389,365,308,87,59,1942,414,4 ★,4★,High,Medium,1 ★,422
280,242444,João Félix,20,81,93,83,CAM,€62.5M,€52K,€72M,381,378,410,381,337,107,66,2060,428,4 ★,5★,Medium,Medium,1 ★,585
281,251573,Renan Lodi,22,62,87,81,LB,€38.5M,€49K,€48.4M,348,375,413,373,357,230,55,2151,458,3 ★,4★,High,Medium,1 ★,282
282,233419,Raphinha,23,81,85,82,LM,€37M,€100K,€47.7M,339,383,429,375,358,137,50,2071,443,3 ★,4★,High,Medium,1 ★,346
283,207877,J. Martínez,27,81,82,82,ST,€30M,€14K,€33.1M,359,335,441,390,308,55,60,1948,409,4 ★,3★,High,Medium,1 ★,178
284,234396,A. Davies,19,81,89,81,LB,€53M,€40K,€41.6M,340,333,438,364,356,233,47,2111,467,4 ★,4★,High,Medium,1 ★,841
285,230258,Rosberto Dourado,20,81,81,81,CDM,€25.5M,€31K,€33.3M,323,342,382,306,369,249,62,2033,434,4 ★,2★,High,Medium,1 ★,76
286,231943,Richarlison,23,81,88,83,ST,€52M,€90K,€53.6M,387,364,396,392,361,148,51,2099,449,5 ★,4★,High,High,1 ★,394
287,230430,Oswaldinato,28,81,81,81,ST,€26.5M,€56K,€33.3M,378,323,376,395,315,44,43,1874,399,3 ★,2★,Medium,Medium,1 ★,72
288,230384,Nuno Padrenda,24,81,81,81,CAM,€29.5M,€43K,€35.1M,351,389,386,371,319,144,45,2005,436,4 ★,2★,Medium,Medium,1 ★,43
290,230294,Louri Beretta,28,81,81,81,ST,€26.5M,€53K,€35.2M,379,322,347,386,315,77,78,1904,400,3 ★,4★,High,Low,1 ★,44
291,230256,Adryan Zonta,28,81,81,81,LWB,€23.5M,€48K,€28.5M,351,356,426,385,341,214,60,2133,459,4 ★,2★,Medium,Medium,1 ★,42
293,229984,B. Chilwell,23,81,85,81,LB,€34.5M,€79K,€40.5M,311,363,375,351,348,238,48,2034,432,3 ★,3★,High,High,1 ★,214
294,227796,C. Pulisic,21,81,87,82,RM,€41.5M,€83K,€51.5M,341,355,430,345,294,117,63,1945,412,4 ★,4★,Medium,Medium,3 ★,407
295,236792,T. Souček,25,81,86,82,CDM,€34.5M,€46K,€42.5M,355,342,335,393,368,239,43,2075,443,3 ★,3★,High,High,1 ★,210
296,227290,M. Dmitrović,28,81,82,81,GK,€20.5M,€30K,€32.6M,130,86,219,250,100,61,400,1246,437,2 ★,1★,Medium,Medium,1 ★,36
297,223689,W. Weghorst,27,81,81,81,ST,€28M,€62K,€32.3M,372,269,319,404,344,94,62,1864,399,3 ★,3★,High,High,1 ★,107
298,225850,P. Kimpembe,24,81,85,83,CB,€33M,€69K,€40.4M,283,295,352,336,320,245,53,1884,412,3 ★,2★,High,High,2 ★,230
299,216189,Capa,28,62,81,81,RB,€23.5M,€31K,€31.5M,331,361,407,410,373,228,54,2164,467,3 ★,3★,High,High,1 ★,88
300,205988,L. Shaw,24,81,83,81,LB,€31M,€95K,€37.5M,329,356,385,358,353,241,49,2071,441,2 ★,3★,Medium,Medium,2 ★,367
301,216393,Y. Tielemans,23,81,85,83,CM,€36.5M,€82K,€45.4M,378,402,352,380,375,204,50,2141,443,5 ★,4★,Medium,Medium,2 ★,189
302,216409,M. Politano,26,81,81,81,RM,€28M,€105K,€0,350,399,423,329,324,121,48,1994,419,4 ★,4★,High,Medium,2 ★,93
303,220697,J. Maddison,23,81,85,83,CAM,€37M,€82K,€45.4M,342,416,394,341,347,166,65,2071,429,4 ★,4★,High,Medium,1 ★,233
304,220971,N. Keïta,25,62,85,83,CAM,€35.5M,€95K,€43.3M,334,385,403,337,366,194,59,2078,438,4 ★,4★,High,Medium,2 ★,103
305,222716,Everton,24,81,86,82,CAM,€39M,€17K,€49.8M,341,367,425,346,301,87,73,1940,411,3 ★,4★,High,Low,1 ★,295
306,223959,L. Torreira,24,81,85,82,CDM,€33.5M,€74K,€0,336,373,401,354,359,240,39,2102,448,3 ★,3★,Medium,High,2 ★,194
307,216201,Iñaki Williams,26,81,84,83,ST,€34M,€35K,€48.9M,376,352,406,416,318,110,66,2044,443,2 ★,4★,High,Medium,2 ★,197
308,220793,D. Sánchez,24,81,84,83,CB,€31.5M,€79K,€39.5M,258,258,340,341,295,251,47,1790,403,2 ★,2★,Medium,High,2 ★,157
309,210455,Jonny,26,81,84,81,LWB,€31M,€86K,€38.5M,316,337,383,332,342,240,45,1995,426,3 ★,3★,High,High,2 ★,112
310,215998,I. Fernández,30,81,81,81,CM,€24.5M,€24K,€23.1M,375,402,385,368,388,209,51,2178,461,2 ★,4★,High,Medium,1 ★,84
311,215330,J. Correa,25,81,84,83,CAM,€34.5M,€73K,€39.9M,375,392,398,363,298,102,44,1972,430,4 ★,4★,High,Medium,1 ★,243
312,215223,W. Benítez,27,81,84,81,GK,€25.5M,€35K,€30.6M,78,92,264,256,138,54,399,1281,447,2 ★,1★,Medium,Medium,1 ★,56
313,213565,T. Lemar,24,81,85,84,CAM,€37M,€54K,€48.9M,369,410,408,353,355,177,60,2132,442,3 ★,4★,Medium,Medium,3 ★,130
314,211990,O. Vlachodimos,26,81,72,81,GK,€29.5M,€14K,€36.3M,81,90,274,247,133,43,390,1258,433,3 ★,1★,Medium,Medium,1 ★,111
315,211591,M. Dembélé,23,81,85,83,ST,€37.5M,€72K,€46.4M,360,310,386,403,326,69,49,1903,411,3 ★,3★,High,Medium,1 ★,326
316,210008,A. Rabiot,25,81,82,82,CM,€30.5M,€83K,€36.2M,372,373,373,391,379,226,52,2166,459,3 ★,3★,Medium,Medium,2 ★,130
317,209297,Fred,27,81,83,82,CM,€28M,€115K,€37.5M,346,395,415,371,380,226,64,2197,457,4 ★,4★,High,High,1 ★,679
318,224411,Gonçalo Guedes,23,81,87,81,LM,€40.5M,€39K,€56.4M,362,378,412,372,340,88,50,2002,428,4 ★,4★,High,Low,2 ★,197
319,208461,M. de Roon,29,81,81,81,CDM,€22M,€63K,€25.5M,345,331,345,396,389,245,60,2111,438,3 ★,3★,Medium,High,2 ★,117
320,226851,B. Pavard,24,81,85,82,CB,€34.5M,€65K,€35.4M,350,338,349,364,332,241,53,2027,423,3 ★,3★,Medium,High,1 ★,215
321,193283,T. Delaney,28,81,62,82,CB,€22.5M,€64K,€27.2M,364,367,379,409,378,245,60,2202,461,4 ★,3★,Low,High,2 ★,111
322,199575,Jordi Masip,31,81,81,81,GK,€13.5M,€21K,€24.2M,106,121,347,247,122,48,393,1384,458,4 ★,1★,Medium,Medium,1 ★,18
323,193348,X. Shaqiri,28,81,81,81,RM,€26M,€105K,€33.3M,350,417,408,359,336,132,59,2061,431,4 ★,5★,Medium,Medium,3 ★,74
324,197655,S. Coates,29,62,81,81,CB,€21.5M,€19K,€30M,252,260,256,301,346,253,73,1741,386,3 ★,2★,Medium,Medium,3 ★,56
325,195365,K. Kampl,29,81,62,81,CM,€25M,€65K,€28.9M,320,402,394,343,359,188,53,2059,426,4 ★,3★,High,High,2 ★,92
326,205659,A. Cragno,26,81,70,81,GK,€27.5M,€32K,€29.3M,78,82,229,241,140,43,395,1208,434,3 ★,1★,Medium,Medium,1 ★,48
327,205452,A. Rüdiger,27,81,83,83,CB,€27.5M,€90K,€36.5M,290,292,327,343,305,249,59,1865,405,3 ★,2★,Medium,High,2 ★,115
328,205175,A. Milik,26,81,84,83,ST,€34M,€81K,€39.9M,370,377,341,377,327,101,62,1955,405,3 ★,4★,Medium,Medium,3 ★,140
329,204935,J. Pickford,26,81,84,81,GK,€26M,€70K,€31.6M,126,144,287,270,197,53,407,1484,455,5 ★,1★,Medium,Medium,1 ★,100
330,204639,S. Savić,29,81,82,82,CB,€24M,€60K,€36.1M,251,245,307,287,273,251,66,1680,362,3 ★,2★,Medium,High,2 ★,62
331,204399,E. Zahavi,32,81,62,81,ST,€21M,€27K,€19.6M,379,386,403,398,335,105,62,2068,431,4 ★,4★,High,Low,1 ★,97
332,204259,S. Arias,28,81,81,81,RB,€23.5M,€60K,€0,315,324,392,349,347,233,66,2026,435,3 ★,3★,High,Medium,2 ★,72
333,203551,A. Florenzi,29,81,81,81,RB,€22.5M,€85K,€26.8M,381,381,408,387,390,232,48,2227,463,3 ★,4★,High,High,3 ★,138
334,202651,Suso,26,81,81,82,CAM,€28M,€39K,€39.9M,361,418,395,346,287,91,56,1954,410,3 ★,4★,High,Medium,3 ★,79
335,204884,B. Mendy,25,81,84,82,LWB,€31.5M,€115K,€37.5M,309,350,372,369,352,236,47,2035,442,3 ★,3★,High,Low,2 ★,133
336,201995,Felipe Anderson,27,81,81,81,LM,€27.5M,€53K,€0,345,393,428,322,341,152,43,2024,443,4 ★,4★,High,Medium,3 ★,124
337,201417,M. Doherty,28,81,81,81,RWB,€23.5M,€95K,€28.5M,340,330,360,386,345,228,55,2044,439,4 ★,3★,High,Medium,1 ★,132
338,200610,K. Volland,27,81,81,81,ST,€28M,€68K,€36.1M,397,389,384,419,360,105,43,2097,440,4 ★,3★,High,High,2 ★,65
339,200454,Paco Alcácer,26,81,82,82,ST,€31M,€45K,€45.7M,379,381,405,358,307,89,53,1972,406,4 ★,3★,Medium,Low,2 ★,81
340,200260,S. Berghuis,28,81,81,82,CAM,€26M,€23K,€25.2M,366,410,398,356,344,100,49,2023,425,3 ★,4★,Medium,Medium,2 ★,68
341,199987,J. Cillessen,31,81,81,81,GK,€13.5M,€33K,€24.2M,108,99,283,251,142,41,397,1321,450,3 ★,1★,Medium,Medium,3 ★,46
342,198950,Pablo Sarabia,28,81,81,81,RW,€26M,€100K,€33.3M,368,404,383,312,337,163,58,2025,428,4 ★,4★,High,Medium,2 ★,77
343,202371,T. Meunier,28,81,81,81,RB,€23.5M,€64K,€25.5M,383,358,343,403,363,231,51,2132,461,4 ★,3★,High,Medium,2 ★,214
344,205693,S. Haller,26,81,83,82,ST,€32.5M,€58K,€43.5M,369,305,341,387,361,155,40,1958,420,3 ★,3★,High,Medium,2 ★,123
345,173426,S. Mignolet,32,62,62,81,GK,€13M,€26K,€15.4M,91,102,262,245,153,37,397,1287,448,3 ★,1★,Medium,Medium,3 ★,59
346,201119,Ismaily,30,81,81,81,LB,€22M,€1K,€29.4M,335,346,399,362,346,226,51,2065,451,3 ★,4★,High,Medium,1 ★,25
347,198164,Jonathan Viera,30,81,81,81,CAM,€25M,€28K,€27.2M,363,401,401,359,364,181,64,2133,451,4 ★,4★,High,Medium,2 ★,44
348,177458,S. Bender,31,81,81,81,CB,€17.5M,€66K,€22.1M,297,251,335,362,317,252,57,1871,402,4 ★,2★,Medium,High,2 ★,42
349,193082,J. Cuadrado,32,81,81,82,RW,€18M,€80K,€18.2M,365,391,431,363,365,226,38,2179,463,3 ★,5★,High,Medium,3 ★,154
350,41,Iniesta,36,81,81,82,CAM,€8M,€12K,€7.2M,367,408,346,297,370,181,45,2014,420,4 ★,4★,High,Medium,4 ★,130
351,192638,Marcos Alonso,29,81,81,81,LB,€22.5M,€95K,€27.6M,396,403,333,401,357,232,50,2172,451,3 ★,3★,High,Low,2 ★,74
352,192318,M. Götze,28,81,81,81,CAM,€26M,€26K,€25.2M,375,405,383,347,366,159,49,2084,435,4 ★,4★,High,Medium,4 ★,184
