,Age,Rating in Scale 100,Potential in Scale 100,PreferredFoot,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,Composure,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,Pace,Shooting,Passing,Dribbling.1,Defending,Physical
210,31,83,83,Left,83,RW,30000000.0,17000.0,33800000.0,393,390,405,366,331,83,67,53,2005,422,2,4,High,Low,3,80,82.0,78,84,31,67
211,33,83,83,Right,83,CM,22500000.0,110000.0,28500000.0,391,419,352,362,374,89,213,69,2180,438,4,3,High,High,3,56,75.0,86,83,72,66
212,32,83,83,Right,83,ST,29500000.0,17000.0,30800000.0,392,359,353,383,305,85,75,39,1906,401,4,3,High,Medium,4,65,85.0,71,80,31,69
214,24,82,87,Left,85,CB,41500000.0,70000.0,45700000.0,338,305,377,350,336,76,251,49,2006,434,3,2,High,High,3,77,54.0,70,71,83,79
215,28,82,83,Right,83,CB,29000000.0,39000.0,46800000.0,263,289,366,327,305,73,253,49,1852,396,4,2,Medium,High,1,72,37.0,62,61,84,80
217,28,82,83,Right,82,GK,24000000.0,32000.0,34700000.0,88,72,218,192,92,39,36,391,1089,427,3,1,Medium,Medium,1,84,76.0,68,87,36,76
218,28,82,82,Right,82,CB,26500000.0,41000.0,37100000.0,279,281,374,320,308,71,254,69,1885,405,3,2,Medium,Medium,1,78,43.0,56,64,85,79
222,23,82,86,Right,83,CDM,40000000.0,53000.0,46200000.0,360,354,398,371,371,79,237,58,2149,466,3,3,Medium,High,1,85,68.0,78,78,80,77
225,25,82,82,Left,82,LM,34000000.0,68000.0,40800000.0,388,362,386,397,368,75,232,64,2197,469,3,3,High,High,1,83,74.0,78,77,77,80
226,24,82,86,Left,84,CAM,43500000.0,160000.0,61600000.0,375,409,391,364,313,82,121,50,2023,427,3,4,High,Medium,3,79,80.0,81,83,43,61
227,26,82,82,Right,82,LM,33500000.0,68000.0,49200000.0,354,401,422,373,311,77,106,49,2016,432,4,4,High,Low,3,91,81.0,75,84,36,65
228,23,82,89,Left,82,LB,58000000.0,85000.0,57800000.0,334,339,396,329,336,72,235,51,2020,439,3,3,High,Medium,1,85,55.0,73,78,78,70
230,28,82,82,Right,82,CAM,30500000.0,26000.0,31500000.0,376,388,423,386,348,81,134,49,2104,447,4,5,High,Medium,3,89,80.0,79,82,46,71
231,24,82,86,Right,82,GK,34500000.0,31000.0,42500000.0,100,103,267,271,120,55,45,407,1313,453,3,1,Medium,Medium,1,80,80.0,82,83,46,82
232,25,82,83,Right,84,ST,36500000.0,40000.0,57600000.0,402,385,391,415,396,82,174,53,2216,473,3,4,High,High,2,82,83.0,78,83,63,84
233,25,82,86,Right,82,GK,33500000.0,76000.0,41500000.0,123,139,220,237,135,63,53,409,1316,442,4,1,Medium,Medium,2,81,82.0,85,82,33,79
234,26,82,84,Right,86,CB,37500000.0,72000.0,47000000.0,383,385,376,427,389,83,248,54,2262,481,4,3,Medium,High,2,74,78.0,79,80,83,87
235,26,82,83,Right,83,CB,31500000.0,48000.0,40800000.0,338,292,309,346,347,71,249,46,1927,417,3,2,Medium,Medium,3,61,58.0,70,65,85,78
236,28,82,84,Left,82,GK,26000000.0,28000.0,42400000.0,81,97,283,259,145,62,47,398,1310,443,2,1,Medium,Medium,1,81,79.0,71,84,45,83
237,28,82,82,Left,82,LB,27500000.0,65000.0,32299999.999999996,359,362,339,395,355,74,240,64,2114,438,3,3,High,Medium,2,66,66.0,73,72,81,80
239,25,82,85,Right,84,CAM,40500000.0,65000.0,59500000.0,379,386,426,355,344,76,155,56,2101,450,4,4,High,Medium,1,84,80.0,75,87,54,70
241,24,82,88,Left,84,CM,48000000.0,70000.0,57000000.0,366,385,347,346,378,77,223,60,2105,444,4,4,Medium,Medium,1,63,78.0,78,83,74,68
242,31,82,82,Right,82,GK,16000000.0,29000.0,29400000.0,78,105,244,257,148,60,56,400,1288,437,3,1,Medium,Medium,1,82,76.0,76,85,37,81
243,32,82,82,Right,82,GK,15000000.0,32000.0,25700000.0,55,73,240,240,169,67,50,401,1228,443,2,1,Medium,Medium,1,79,84.0,77,78,42,83
244,27,82,85,Right,84,CB,34500000.0,120000.0,47400000.0,310,319,291,370,343,83,243,62,1938,410,3,2,High,High,2,50,53.0,69,71,82,85
245,30,82,82,Left,82,CB,25000000.0,23000.0,25200000.0,368,388,340,362,355,84,247,55,2115,434,3,3,High,Medium,3,54,65.0,81,78,83,73
246,28,82,83,Right,82,GK,24000000.0,59000.0,36500000.0,82,99,250,253,135,62,43,402,1264,450,3,1,Medium,Medium,1,79,81.0,75,84,48,83
247,29,82,82,Left,82,ST,30500000.0,140000.0,44000000.0,395,371,417,379,340,80,125,46,2073,442,3,4,High,Medium,3,91,79.0,76,81,44,71
248,27,82,86,Right,82,GK,32000000.0,71000.0,0.0,117,103,305,264,142,64,43,406,1380,461,3,1,Medium,Medium,2,85,79.0,80,84,55,78
249,29,82,82,Right,82,RWB,27000000.0,60000.0,29600000.0,344,335,383,377,355,76,244,64,2102,454,3,3,High,Medium,2,82,61.0,74,79,79,79
251,27,82,84,Right,82,GK,28000000.0,20000.0,34700000.0,86,101,290,227,121,65,51,401,1277,457,3,1,Medium,Medium,2,82,82.0,71,87,56,79
252,32,82,82,Right,82,GK,15000000.0,16000.0,27000000.0,95,109,317,241,157,64,52,403,1374,456,3,1,Medium,Medium,1,82,78.0,76,86,53,81
253,28,82,82,Left,82,CAM,30500000.0,105000.0,42800000.0,409,432,345,353,359,87,137,64,2099,423,3,4,Medium,Medium,4,53,86.0,85,86,50,63
255,27,82,83,Right,83,ST,35500000.0,100000.0,44900000.0,400,337,374,393,329,79,71,22,1926,420,4,3,High,High,3,80,80.0,71,81,31,77
256,29,82,83,Right,83,CB,28000000.0,46000.0,45700000.0,318,306,349,356,341,69,248,58,1976,420,2,2,Low,High,2,68,49.0,71,65,84,83
257,29,82,82,Left,83,CAM,29500000.0,36000.0,45200000.0,353,412,397,342,386,79,186,68,2144,457,3,4,High,Medium,2,78,80.0,83,83,65,68
259,30,82,82,Right,82,GK,20500000.0,37000.0,25500000.0,82,84,268,253,126,52,47,401,1261,450,1,1,Medium,Medium,2,81,80.0,79,82,49,79
260,31,82,82,Right,82,GK,16000000.0,34000.0,29400000.0,105,113,312,258,115,64,53,405,1361,461,3,1,Medium,Medium,2,84,82.0,77,82,56,80
261,31,82,82,Right,82,RB,22000000.0,72000.0,27200000.0,343,317,334,373,359,83,254,44,2024,430,3,2,Medium,High,3,60,64.0,73,72,84,77
262,42,82,82,Right,82,GK,3400000.0,41000.0,3600000.0,95,122,251,243,150,70,35,396,1292,429,2,1,Medium,Medium,4,77,76.0,74,78,33,91
263,29,82,82,Right,82,CM,29500000.0,100000.0,35500000.0,371,380,362,376,383,81,208,40,2120,445,3,3,High,High,3,68,77.0,79,80,68,73
265,31,82,82,Left,82,CAM,25000000.0,100000.0,37100000.0,366,411,355,300,305,83,59,50,1846,380,2,4,Medium,Low,4,64,69.0,85,83,24,55
266,33,82,82,Right,82,LW,19000000.0,59000.0,25700000.0,383,419,381,343,342,80,110,61,2039,424,4,4,High,Low,3,70,79.0,84,85,39,67
267,32,82,82,Right,82,CM,24000000.0,39000.0,35700000.0,386,416,333,340,391,80,225,51,2142,447,4,3,Medium,Medium,4,61,79.0,85,78,75,69
269,31,82,82,Right,82,ST,25500000.0,24000.0,32000000.0,399,386,389,404,354,82,121,64,2117,445,4,4,Medium,Low,3,80,82.0,79,79,44,81
270,34,82,82,Right,82,GK,5000000.0,64000.0,18100000.0,91,123,330,263,154,53,44,400,1405,461,2,1,Medium,Medium,3,84,76.0,75,83,61,82
272,31,82,82,Right,82,CB,21000000.0,82000.0,27200000.0,316,302,328,357,325,84,251,45,1924,418,4,2,Medium,Medium,4,70,50.0,72,65,82,79
274,22,81,89,Right,84,CAM,57500000.0,65000.0,54600000.0,356,400,397,355,369,82,194,48,2119,450,3,4,High,Medium,1,76,75.0,80,84,66,69
275,26,81,82,Right,81,RM,30500000.0,70000.0,37300000.0,330,364,429,291,317,76,162,47,1940,427,3,3,High,High,1,89,62.0,77,82,54,63
276,21,81,89,Left,82,LM,58000000.0,28000.0,61000000.0,340,364,405,369,353,74,226,50,2107,453,3,3,High,Medium,1,81,67.0,78,80,73,74
277,23,81,87,Right,83,CB,37000000.0,105000.0,45100000.0,248,250,318,340,298,79,248,47,1749,383,4,2,Medium,High,1,65,38.0,54,59,83,84
278,20,81,88,Left,82,LM,51000000.0,54000.0,47500000.0,315,347,444,302,295,75,131,47,1881,414,2,4,High,Medium,1,93,66.0,74,85,43,53
280,20,81,93,Right,83,CAM,62500000.0,52000.0,72000000.0,381,378,410,381,337,82,107,66,2060,428,4,5,Medium,Medium,1,81,81.0,74,83,40,69
282,23,81,85,Left,82,LM,37000000.0,100000.0,47700000.0,339,383,429,375,358,79,137,50,2071,443,3,4,High,Medium,1,91,75.0,74,83,49,71
283,27,81,82,Right,82,ST,30000000.0,14000.0,33100000.0,359,335,441,390,308,75,55,60,1948,409,4,3,High,Medium,1,89,80.0,61,79,25,75
284,19,81,89,Left,81,LB,53000000.0,40000.0,41600000.0,340,333,438,364,356,74,233,47,2111,467,4,4,High,Medium,1,96,67.0,69,83,76,76
285,20,81,81,Right,81,CDM,25500000.0,31000.0,33299999.999999996,323,342,382,306,369,81,249,62,2033,434,4,2,High,Medium,1,77,57.0,74,76,82,68
286,23,81,88,Right,83,ST,52000000.0,90000.0,53600000.0,387,364,396,392,361,81,148,51,2099,449,5,4,High,High,1,83,79.0,72,82,53,80
287,28,81,81,Right,81,ST,26500000.0,56000.0,33299999.999999996,378,323,376,395,315,78,44,43,1874,399,3,2,Medium,Medium,1,76,81.0,67,77,20,78
288,24,81,81,Right,81,CAM,29500000.0,43000.0,35100000.0,351,389,386,371,319,78,144,45,2005,436,4,2,Medium,Medium,1,82,73.0,77,82,52,70
289,20,81,81,Left,81,LB,0.0,0.0,0.0,327,361,402,336,354,82,228,60,2068,436,4,4,Medium,Medium,1,79,54.0,76,78,75,74
290,28,81,81,Right,81,ST,26500000.0,53000.0,35200000.0,379,322,347,386,315,79,77,78,1904,400,3,4,High,Low,1,78,84.0,62,72,33,71
291,28,81,81,Left,81,LWB,23500000.0,48000.0,28500000.0,351,356,426,385,341,74,214,60,2133,459,4,2,Medium,Medium,1,93,66.0,75,76,72,77
292,24,81,81,Right,81,CB,0.0,0.0,0.0,309,312,344,381,338,70,246,73,2003,413,3,2,High,Medium,1,71,61.0,57,62,82,80
293,23,81,85,Left,81,LB,34500000.0,79000.0,40500000.0,311,363,375,351,348,74,238,48,2034,432,3,3,High,High,1,76,52.0,74,78,77,75
294,21,81,87,Right,82,RM,41500000.0,83000.0,51500000.0,341,355,430,345,294,72,117,63,1945,412,4,4,Medium,Medium,3,89,70.0,72,85,37,59
295,25,81,86,Right,82,CDM,34500000.0,46000.0,42500000.0,355,342,335,393,368,77,239,43,2075,443,3,3,High,High,1,65,69.0,73,73,80,83
296,28,81,82,Left,81,GK,20500000.0,30000.0,32600000.0,130,86,219,250,100,59,61,400,1246,437,2,1,Medium,Medium,1,78,80.0,79,82,37,81
297,27,81,81,Right,81,ST,28000000.0,62000.0,32299999.999999996,372,269,319,404,344,83,94,62,1864,399,3,3,High,High,1,65,82.0,59,69,39,85
298,24,81,85,Left,83,CB,33000000.0,69000.0,40400000.0,283,295,352,336,320,80,245,53,1884,412,3,2,High,High,2,73,39.0,67,67,82,84
300,24,81,83,Left,81,LB,31000000.0,95000.0,37500000.0,329,356,385,358,353,78,241,49,2071,441,2,3,Medium,Medium,2,78,53.0,74,78,80,78
301,23,81,85,Right,83,CM,36500000.0,82000.0,45400000.0,378,402,352,380,375,83,204,50,2141,443,5,4,Medium,Medium,2,64,78.0,82,79,69,71
302,26,81,81,Left,81,RM,28000000.0,105000.0,0.0,350,399,423,329,324,79,121,48,1994,419,4,4,High,Medium,2,83,77.0,78,84,42,55
303,23,81,85,Right,83,CAM,37000000.0,82000.0,45400000.0,342,416,394,341,347,82,166,65,2071,429,4,4,High,Medium,1,75,76.0,84,82,54,58
305,24,81,86,Right,82,CAM,39000000.0,17000.0,49800000.0,341,367,425,346,301,79,87,73,1940,411,3,4,High,Low,1,86,75.0,73,85,32,60
306,24,81,85,Right,82,CDM,33500000.0,74000.0,0.0,336,373,401,354,359,78,240,39,2102,448,3,3,Medium,High,2,74,67.0,75,79,79,74
307,26,81,84,Right,83,ST,34000000.0,35000.0,48900000.0,376,352,406,416,318,81,110,66,2044,443,2,4,High,Medium,2,94,79.0,72,78,39,81
308,24,81,84,Right,83,CB,31500000.0,79000.0,39500000.0,258,258,340,341,295,75,251,47,1790,403,2,2,Medium,High,2,74,45.0,56,65,82,81
309,26,81,84,Right,81,LWB,31000000.0,86000.0,38500000.0,316,337,383,332,342,74,240,45,1995,426,3,3,High,High,2,77,53.0,71,76,79,70
310,30,81,81,Left,81,CM,24500000.0,24000.0,23100000.0,375,402,385,368,388,85,209,51,2178,461,2,4,High,Medium,1,76,78.0,81,82,70,74
311,25,81,84,Right,83,CAM,34500000.0,73000.0,39900000.0,375,392,398,363,298,73,102,44,1972,430,4,4,High,Medium,1,84,75.0,77,86,39,69
312,27,81,84,Right,81,GK,25500000.0,35000.0,30600000.0,78,92,264,256,138,62,54,399,1281,447,2,1,Medium,Medium,1,80,79.0,77,83,48,80
313,24,81,85,Left,84,CAM,37000000.0,54000.0,48900000.0,369,410,408,353,355,79,177,60,2132,442,3,4,Medium,Medium,3,80,76.0,81,84,59,62
315,23,81,85,Right,83,ST,37500000.0,72000.0,46400000.0,360,310,386,403,326,76,69,49,1903,411,3,3,High,Medium,1,81,79.0,62,76,30,83
316,25,81,82,Left,82,CM,30500000.0,83000.0,36200000.0,372,373,373,391,379,81,226,52,2166,459,3,3,Medium,Medium,2,72,74.0,78,79,77,79
317,27,81,83,Left,82,CM,28000000.0,115000.0,37500000.0,346,395,415,371,380,84,226,64,2197,457,4,4,High,High,1,79,71.0,79,83,75,70
318,23,81,87,Right,81,LM,40500000.0,39000.0,56400000.0,362,378,412,372,340,80,88,50,2002,428,4,4,High,Low,2,87,79.0,76,81,36,69
319,29,81,81,Right,81,CDM,22000000.0,63000.0,25500000.0,345,331,345,396,389,81,245,60,2111,438,3,3,Medium,High,2,64,68.0,72,72,82,80
320,24,81,85,Right,82,CB,34500000.0,65000.0,35400000.0,350,338,349,364,332,78,241,53,2027,423,3,3,Medium,High,1,69,53.0,73,71,81,76
322,31,81,81,Right,81,GK,13500000.0,21000.0,24200000.0,106,121,347,247,122,65,48,393,1384,458,4,1,Medium,Medium,1,82,80.0,72,82,65,77
323,28,81,81,Left,81,RM,26000000.0,105000.0,33299999.999999996,350,417,408,359,336,81,132,59,2061,431,4,5,Medium,Medium,3,78,77.0,80,83,46,67
327,27,81,83,Right,83,CB,27500000.0,90000.0,36500000.0,290,292,327,343,305,72,249,59,1865,405,3,2,Medium,High,2,70,43.0,67,63,82,80
328,26,81,84,Left,83,ST,34000000.0,81000.0,39900000.0,370,377,341,377,327,78,101,62,1955,405,3,4,Medium,Medium,3,68,85.0,64,76,39,73
329,26,81,84,Left,81,GK,26000000.0,70000.0,31600000.0,126,144,287,270,197,64,53,407,1484,455,5,1,Medium,Medium,1,81,77.0,87,85,48,77
330,29,81,82,Right,82,CB,24000000.0,60000.0,36100000.0,251,245,307,287,273,75,251,66,1680,362,3,2,Medium,High,2,61,35.0,54,56,84,72
332,28,81,81,Right,81,RB,23500000.0,60000.0,0.0,315,324,392,349,347,76,233,66,2026,435,3,3,High,Medium,2,81,53.0,70,76,77,78
333,29,81,81,Right,81,RB,22500000.0,85000.0,26800000.0,381,381,408,387,390,80,232,48,2227,463,3,4,High,High,3,81,77.0,76,79,77,73
334,26,81,81,Left,82,CAM,28000000.0,39000.0,39900000.0,361,418,395,346,287,76,91,56,1954,410,3,4,High,Medium,3,77,76.0,82,86,33,56
335,25,81,84,Left,82,LWB,31500000.0,115000.0,37500000.0,309,350,372,369,352,79,236,47,2035,442,3,3,High,Low,2,80,54.0,77,77,77,77
336,27,81,81,Right,81,LM,27500000.0,53000.0,0.0,345,393,428,322,341,84,152,43,2024,443,4,4,High,Medium,3,89,75.0,78,86,55,60
337,28,81,81,Right,81,RWB,23500000.0,95000.0,28500000.0,340,330,360,386,345,70,228,55,2044,439,4,3,High,Medium,1,72,64.0,73,75,76,79
338,27,81,81,Left,81,ST,28000000.0,68000.0,36100000.0,397,389,384,419,360,80,105,43,2097,440,4,3,High,High,2,73,84.0,79,79,41,84
339,26,81,82,Right,82,ST,31000000.0,45000.0,45700000.0,379,381,405,358,307,84,89,53,1972,406,4,3,Medium,Low,2,78,84.0,67,80,35,62
340,28,81,81,Left,82,CAM,26000000.0,23000.0,25200000.0,366,410,398,356,344,80,100,49,2023,425,3,4,Medium,Medium,2,80,80.0,83,82,36,64
341,31,81,81,Right,81,GK,13500000.0,33000.0,24200000.0,108,99,283,251,142,61,41,397,1321,450,3,1,Medium,Medium,3,81,80.0,77,79,53,80
342,28,81,81,Left,81,RW,26000000.0,100000.0,33299999.999999996,368,404,383,312,337,74,163,58,2025,428,4,4,High,Medium,2,73,76.0,82,83,57,57
343,28,81,81,Right,81,RB,23500000.0,64000.0,25500000.0,383,358,343,403,363,77,231,51,2132,461,4,3,High,Medium,2,77,73.0,76,74,77,84
344,26,81,83,Right,82,ST,32500000.0,58000.0,43500000.0,369,305,341,387,361,81,155,40,1958,420,3,3,High,Medium,2,70,80.0,62,75,51,82
346,30,81,81,Left,81,LB,22000000.0,1000.0,29400000.0,335,346,399,362,346,79,226,51,2065,451,3,4,High,Medium,1,82,64.0,74,81,75,75
347,30,81,81,Right,81,CAM,25000000.0,28000.0,27200000.0,363,401,401,359,364,78,181,64,2133,451,4,4,High,Medium,2,81,75.0,81,82,63,69
348,31,81,81,Right,81,CB,17500000.0,66000.0,22100000.0,297,251,335,362,317,81,252,57,1871,402,4,2,Medium,High,2,66,52.0,63,60,84,77
349,32,81,81,Right,82,RW,18000000.0,80000.0,18200000.0,365,391,431,363,365,80,226,38,2179,463,3,5,High,Medium,3,89,72.0,78,88,72,64
350,36,81,81,Right,82,CAM,8000000.0,12000.0,7200000.0,367,408,346,297,370,89,181,45,2014,420,4,4,High,Medium,4,58,70.0,85,85,63,59
351,29,81,81,Left,81,LB,22500000.0,95000.0,27600000.0,396,403,333,401,357,75,232,50,2172,451,3,3,High,Low,2,65,75.0,78,77,77,79
352,28,81,81,Right,81,CAM,26000000.0,26000.0,25200000.0,375,405,383,347,366,87,159,49,2084,435,4,4,High,Medium,4,69,75.0,83,84,55,69
354,32,81,81,Left,81,RM,20500000.0,2000.0,29400000.0,355,402,405,366,343,84,133,49,2053,438,3,5,Medium,Medium,2,80,78.0,78,86,47,69
355,32,81,81,Left,81,CAM,20500000.0,42000.0,25200000.0,385,397,365,371,358,87,124,46,2046,425,4,4,High,Medium,2,66,81.0,81,82,45,70
356,33,81,81,Right,81,CM,16000000.0,87000.0,17300000.0,377,367,278,376,388,84,234,48,2068,430,4,2,Medium,Medium,3,45,74.0,77,77,79,78
357,31,81,81,Right,82,CB,18000000.0,76000.0,22300000.0,321,299,248,369,350,78,252,45,1884,388,3,2,Low,Medium,3,37,55.0,69,63,84,80
358,32,81,81,Right,81,LM,20500000.0,2000.0,29400000.0,362,379,431,373,329,82,131,53,2058,445,3,4,Medium,Medium,2,92,78.0,75,86,47,67
359,33,81,81,Left,81,CB,12500000.0,18000.0,17000000.0,284,262,322,344,290,72,248,61,1811,390,3,2,Medium,Medium,3,65,46.0,60,59,84,76
360,32,81,81,Right,81,CM,20000000.0,25000.0,20900000.0,387,398,368,383,368,84,207,46,2157,454,5,4,High,Medium,3,70,77.0,82,81,72,72
361,33,81,81,Right,81,GK,8500000.0,32000.0,19000000.0,80,90,279,252,142,66,36,398,1277,446,3,1,Medium,Medium,3,80,81.0,74,81,48,82
363,33,81,81,Right,81,GK,8500000.0,32000.0,16200000.0,80,90,254,235,103,63,46,398,1206,438,3,1,Medium,Medium,2,81,82.0,72,83,40,80
364,37,81,81,Right,82,CAM,9000000.0,54000.0,11100000.0,357,415,401,289,324,85,82,47,1915,399,5,5,Medium,Medium,4,74,74.0,82,86,30,53
365,30,81,81,Right,81,CM,24500000.0,63000.0,33800000.0,338,361,364,407,393,75,230,54,2147,458,4,3,High,High,3,71,75.0,75,76,78,83
366,37,81,81,Right,81,CB,4600000.0,13000.0,7200000.0,270,284,321,372,312,79,250,47,1856,404,3,2,Medium,High,4,66,51.0,60,60,82,85
367,29,81,82,Right,81,GK,20000000.0,19000.0,21400000.0,97,106,240,239,140,44,59,403,1284,447,2,1,Medium,Medium,1,77,79.0,82,83,44,82
368,34,81,81,Right,81,ST,12500000.0,66000.0,15200000.0,390,369,336,397,368,82,97,61,2018,424,3,3,Medium,Medium,3,67,83.0,74,74,43,83
369,36,80,80,Right,80,CB,0.0,0.0,0.0,306,312,341,363,338,70,247,80,1987,408,3,2,High,Medium,1,71,61.0,57,62,82,75
370,19,80,93,Right,81,RM,50000000.0,95000.0,73600000.0,331,379,441,357,297,74,75,36,1916,417,4,5,High,Medium,2,95,69.0,71,87,29,66
371,23,80,85,Right,82,ST,32000000.0,40000.0,43500000.0,378,345,342,404,324,82,78,46,1917,404,3,3,High,Low,1,68,81.0,68,73,32,82
372,25,80,85,Right,80,GK,24500000.0,900.0,33000000.0,94,126,286,233,133,64,65,393,1330,448,3,1,Medium,Medium,1,80,78.0,74,82,55,79
373,22,80,86,Left,81,CAM,34000000.0,1000.0,49200000.0,345,382,402,317,324,76,135,49,1954,418,4,4,High,Medium,1,85,73.0,78,80,45,57
375,32,80,80,Left,80,LB,0.0,0.0,0.0,322,361,402,336,354,82,230,60,2065,436,4,4,Medium,Medium,1,79,54.0,75,78,76,74
377,32,80,80,Left,80,CAM,0.0,0.0,0.0,335,375,421,301,308,77,67,48,1855,391,5,4,Medium,Medium,1,82,72.0,77,83,26,51
378,28,80,80,Right,80,ST,0.0,0.0,0.0,368,320,353,391,313,79,79,78,1902,402,3,3,High,Low,1,80,82.0,60,71,34,75
380,28,80,80,Right,80,CAM,0.0,0.0,0.0,369,403,404,374,339,81,108,65,2062,428,4,4,Medium,Low,1,81,77.0,80,79,40,71
381,23,80,87,Right,82,CAM,42000000.0,82000.0,43100000.0,327,394,400,345,363,87,208,46,2083,448,3,4,Medium,Medium,1,74,66.0,80,87,69,72
384,22,80,86,Right,82,CAM,34000000.0,51000.0,39000000.0,355,404,401,351,353,79,211,43,2118,451,3,4,Medium,Medium,1,78,74.0,80,85,69,65
385,23,80,87,Right,80,GK,36000000.0,70000.0,33600000.0,73,108,295,216,89,56,45,390,1216,439,3,1,Medium,Medium,1,80,80.0,70,83,49,77
386,24,80,85,Right,82,CB,29000000.0,69000.0,35600000.0,284,278,335,335,317,76,242,34,1825,402,4,2,Medium,Medium,1,69,46.0,60,67,80,80
387,22,80,87,Right,82,CB,40000000.0,115000.0,42800000.0,301,310,373,351,348,74,244,61,1988,427,2,2,Medium,High,1,78,50.0,66,71,81,81
388,23,80,86,Right,80,GK,27000000.0,18000.0,35700000.0,94,83,243,245,122,48,41,389,1217,436,2,1,Medium,Medium,1,81,77.0,68,80,47,83
390,24,80,85,Right,81,CDM,29000000.0,28000.0,39200000.0,293,339,315,347,340,65,239,55,1928,407,3,3,Medium,Medium,1,52,58.0,71,72,78,76
391,22,80,85,Left,80,LB,30000000.0,37000.0,31100000.0,361,342,395,363,331,77,229,43,2064,460,3,3,High,Medium,1,92,67.0,73,77,74,77
393,32,80,80,Right,80,CB,13500000.0,43000.0,17100000.0,252,286,330,363,271,72,239,47,1788,383,3,2,Medium,Medium,1,67,39.0,55,56,81,85
394,22,80,86,Right,82,ST,34000000.0,43000.0,39000000.0,375,319,374,391,324,74,129,62,1974,439,2,3,High,Medium,1,84,80.0,70,80,48,77
395,23,80,85,Left,81,CM,29500000.0,95000.0,33700000.0,355,393,381,359,363,76,232,61,2144,446,3,3,High,Medium,1,73,66.0,81,80,77,69
396,20,80,80,Left,80,CAM,24000000.0,23000.0,31400000.0,335,375,416,287,308,77,65,48,1834,383,5,4,Medium,Medium,1,80,72.0,77,83,26,45
398,24,80,80,Right,80,RB,22000000.0,34000.0,26600000.0,320,334,388,316,298,54,233,65,1954,422,3,3,High,Medium,1,76,51.0,70,78,77,70
399,22,80,85,Left,81,CAM,32500000.0,59000.0,35500000.0,351,385,437,367,305,75,88,60,1993,423,4,4,High,Low,1,94,76.0,73,83,33,64
400,25,80,83,Left,82,CB,25000000.0,51000.0,35100000.0,306,341,370,352,336,76,241,44,1990,426,3,2,High,Medium,1,75,49.0,72,71,80,79
401,25,80,83,Right,82,CB,25000000.0,26000.0,35900000.0,292,302,344,347,299,78,247,52,1883,394,3,2,Medium,Medium,2,68,49.0,58,61,82,76
403,25,80,84,Right,80,GK,23000000.0,25000.0,30500000.0,87,102,268,251,124,55,49,395,1276,438,4,1,Medium,Medium,1,83,72.0,78,81,43,81
404,27,80,80,Right,80,RB,20500000.0,41000.0,22100000.0,340,315,392,371,333,75,223,46,2020,441,3,3,High,High,1,80,63.0,70,75,73,80
405,23,80,85,Right,82,CM,31500000.0,125000.0,0.0,327,388,376,342,365,80,216,63,2077,440,3,4,High,Medium,2,69,70.0,79,83,69,70
406,24,80,86,Left,82,CAM,33000000.0,31000.0,46000000.0,364,387,372,396,375,80,226,57,2177,461,3,3,Medium,Medium,1,70,76.0,78,82,77,78
407,23,80,86,Right,81,CAM,33500000.0,43000.0,43100000.0,325,371,443,361,258,83,69,45,1872,411,4,5,High,Low,2,93,70.0,72,88,25,63
408,24,80,80,Right,80,GK,18000000.0,28000.0,20700000.0,85,92,249,235,169,41,47,394,1271,435,3,1,Medium,Medium,1,81,75.0,78,79,41,81
409,23,80,86,Right,81,CAM,33500000.0,90000.0,42000000.0,344,370,422,374,358,84,151,54,2073,445,5,4,High,High,2,83,77.0,71,84,53,77
410,23,80,87,Right,82,CM,42000000.0,86000.0,39000000.0,326,386,396,349,388,80,233,54,2132,452,3,3,Medium,High,2,78,67.0,79,82,74,72
411,25,80,83,Right,82,CM,27500000.0,45000.0,36500000.0,330,387,364,372,348,78,231,49,2081,431,4,3,Medium,High,2,61,73.0,76,80,75,66
413,24,80,85,Right,82,CB,29000000.0,46000.0,32000000.0,324,274,371,328,311,68,250,44,1902,431,3,2,Medium,Medium,1,84,51.0,66,71,82,77
414,24,80,83,Right,81,CAM,29000000.0,66000.0,33700000.0,353,363,431,349,332,74,106,59,1993,425,3,4,High,Low,3,93,75.0,71,81,41,64
415,25,80,84,Right,82,CDM,26500000.0,100000.0,33600000.0,298,348,338,350,339,83,245,52,1970,416,4,3,Medium,High,2,64,50.0,72,72,81,77
416,23,80,85,Left,81,CM,29500000.0,95000.0,0.0,345,400,388,369,366,69,226,58,2152,447,3,4,High,Medium,2,73,66.0,80,81,75,72
418,25,80,83,Right,82,CM,27500000.0,74000.0,31900000.0,368,381,375,398,386,74,223,54,2185,458,3,3,High,Medium,2,72,77.0,78,78,76,77
419,26,80,83,Right,80,GK,21000000.0,17000.0,25300000.0,99,88,227,226,137,67,42,397,1216,441,3,1,Medium,Medium,1,82,77.0,74,84,44,80
420,26,80,83,Right,84,CAM,27500000.0,69000.0,32000000.0,356,395,388,337,342,75,212,50,2080,445,5,4,Medium,Medium,3,79,72.0,81,83,70,60
421,24,80,84,Right,81,CDM,27500000.0,74000.0,34600000.0,333,380,329,389,358,72,231,50,2070,439,4,3,Medium,High,2,61,70.0,76,75,77,80
